Restaurant ID,Restaurant Name,City,lon,lat,Locality,Cuisines,Currency,Has Table booking,Has Online delivery,Price range,Votes,Average Cost for two,Rating
6706313,Cantina Famiglia Mancini,SÌ£o Paulo,-46.64516667,-23.55066667,"Bela Vista, Centro","Italian, Pizza",Brazilian Real(R$),No,No,4,49,250,4.5
6704326,Templo da Carne - Marcos Bassi,SÌ£o Paulo,-46.64633333,-23.559,"Bela Vista, Centro","Steak, BBQ",Brazilian Real(R$),No,No,4,17,250,4.4
6711179,Gopala Hari,SÌ£o Paulo,-46.65866667,-23.55616667,ConsolaÌ_Ì£o,Indian,Brazilian Real(R$),No,No,3,5,70,3.1
6702797,Jiquitaia,SÌ£o Paulo,-46.657523,-23.55671,ConsolaÌ_Ì£o,Brazilian,Brazilian Real(R$),No,No,4,15,100,4.1
6700475,Skye - Hotel Unique,SÌ£o Paulo,-46.666851,-23.581688,"Hotel Unique, Jardim Paulista","Beverages, International",Brazilian Real(R$),No,No,4,59,300,4.8
6713413,Les 3 Brasseurs,SÌ£o Paulo,-46.67511,-23.582135,Itaim Bibi,"French, Brazilian, Beverages",Brazilian Real(R$),No,No,4,30,120,4.6
6714340,Red Steak & Burger,SÌ£o Paulo,-46.683888,-23.585324,Itaim Bibi,"Brazilian, Grill",Brazilian Real(R$),No,No,3,5,75,3.9
6710645,Cantinho da Gula,SÌ£o Paulo,-46.67566667,-23.581,Itaim Bibi,Brazilian,Brazilian Real(R$),No,No,2,0,55,1
6700402,Paris 6 Classique,SÌ£o Paulo,-46.666041,-23.561568,Jardim Paulista,French,Brazilian Real(R$),No,No,4,73,200,3.4
6700846,Kawa Sushi,SÌ£o Paulo,-46.657418,-23.571638,Jardim Paulista,"Sushi, Japanese",Brazilian Real(R$),No,No,4,9,120,3.5
6702159,A Figueira Rubaiyat,SÌ£o Paulo,-46.66983333,-23.5655,Jardim Paulista,"BBQ, Grill, Brazilian",Brazilian Real(R$),No,No,4,39,300,4.3
6711666,Kinoshita,SÌ£o Paulo,-46.67133333,-23.59233333,Moema,Sushi,Brazilian Real(R$),No,No,4,12,230,3.9
6701257,Meats,SÌ£o Paulo,-46.68133333,-23.56483333,Pinheiros,"Gourmet Fast Food, Burger",Brazilian Real(R$),No,No,4,68,120,4.3
6706211,Paribar,SÌ£o Paulo,-46.64159444,-23.54664167,RepÌ_blica,"Brazilian, Italian",Brazilian Real(R$),No,No,4,46,150,4.3
6705858,TerraÌ_o ItÌÁlia,SÌ£o Paulo,-46.643425,-23.545163,RepÌ_blica,Italian,Brazilian Real(R$),No,No,4,37,400,4.4
6701419,Divino FogÌ£o,SÌ£o Paulo,-46.63716667,-23.5995,"Shopping MetrÌ« Santa Cruz, Vila Mariana","Brazilian, Mineira",Brazilian Real(R$),No,No,3,2,65,1
6703956,Super Grill,SÌ£o Paulo,-46.698574,-23.622925,"Shopping Morumbi, Santo Amaro",Brazilian,Brazilian Real(R$),No,No,2,2,50,1
6709580,Esquina MocotÌ_,SÌ£o Paulo,-46.581672,-23.486535,Vila Maria,"Brazilian, North Eastern",Brazilian Real(R$),No,No,4,22,100,4.4
6703176,Veloso,SÌ£o Paulo,-46.63566667,-23.58516667,Vila Mariana,"Brazilian, Bar Food, Beverages",Brazilian Real(R$),No,No,3,58,70,4.6
6713772,Sainte Marie Gastronomia,SÌ£o Paulo,-46.746958,-23.609207,Vila SÌ«nia,"Lebanese, Arabian",Brazilian Real(R$),No,No,4,11,120,4.1
17284404,Austin's BBQ and Oyster Bar,Albany,-84.221535,31.610387,Albany,"BBQ, Burger, Seafood",Dollar($),No,No,2,35,25,3.3
17284203,BJ's Country Buffet,Albany,-84.207095,31.608743,Albany,"American, BBQ",Dollar($),No,No,1,25,10,3.3
17284105,Cookie Shoppe,Albany,-84.154,31.5772,Albany,American,Dollar($),No,No,1,34,0,3.4
17284302,El Vaquero Mexican Restaurant,Albany,-84.2194,31.6158,Albany,Mexican,Dollar($),No,No,1,45,0,3.4
17284397,Elements Coffee Co - Northwest,Albany,-84.206944,31.622412,Albany,"Coffee and Tea, Sandwich",Dollar($),No,No,1,26,10,3.4
17284211,Pearly's Famous Country Cookng,Albany,-84.1759,31.5882,Albany,"Coffee and Tea, Sandwich",Dollar($),No,No,1,36,0,3.4
17284094,Chick-fil-A,Albany,-84.2193,31.616,Albany,Fast Food,Dollar($),No,No,1,67,10,3.5
17284409,Guang Zhou Chinese Restaurant,Albany,-84.2091458,31.6155186,Albany,"Asian, Chinese, Vegetarian",Dollar($),No,No,1,141,10,3.9
17284139,Harvest Moon,Albany,-84.205718,31.604905,Albany,"Pizza, Bar Food, Sandwich",Dollar($),No,No,2,147,25,3.7
17284403,Henry Campbell's Steakhouse,Albany,-84.223278,31.612121,Albany,"Steak, Tapas, Bar Food",Dollar($),No,No,4,51,70,3.5
17284145,Hong Kong Cafe,Albany,-84.2191,31.6156,Albany,"Chinese, Seafood, Vegetarian",Dollar($),No,No,2,88,25,3.6
17284150,House of China Restaurant II,Albany,-84.212,31.6104,Albany,Chinese,Dollar($),No,No,1,153,10,3.8
17284158,Jimmie's Hot Dogs,Albany,-84.1534,31.5751,Albany,Chinese,Dollar($),No,No,1,160,10,3.9
17284175,Locos Grill & Pub,Albany,-84.2228,31.6077,Albany,"American, Burger, Sandwich",Dollar($),No,No,2,57,25,3.5
17284179,Longhorn Steakhouse,Albany,-84.2229,31.6185,Albany,"American, Steak",Dollar($),No,No,2,58,25,3.5
17284197,Mikata Japanese Steakhouse,Albany,-84.2164,31.6137,Albany,"Japanese, Steak, Sushi",Dollar($),No,No,3,115,40,3.6
17284241,Shogun Japanese Steak House,Albany,-84.2233,31.6118,Albany,"Japanese, Steak, Sushi",Dollar($),No,No,3,51,40,3.5
17284390,The Catch Seafood Room & Oyster Bar,Albany,-84.205025,31.605882,Albany,"Seafood, Tapas, Bar Food",Dollar($),No,No,3,250,40,3.8
17284279,Villa Gargano,Albany,-84.1757,31.5985,Albany,"Italian, Pizza",Dollar($),No,No,1,117,10,3.7
17284364,3 Squares Diner,Albany,-83.8389,31.5308,Sylvester,"American, Breakfast, Diner",Dollar($),No,No,1,20,10,3.4
16611114,Whitebull Hotel,Armidale,151.6688792,-30.5147169,Armidale,"Bar Food, Steak",Dollar($),No,No,2,25,20,3.5
17293281,Last Resort Grill,Athens,-83.378273,33.957999,Athens,"American, Southern, Southwestern",Dollar($),No,No,3,1821,40,4.5
17293301,Mama's Boy Restaurant,Athens,-83.3654,33.9535,Athens,Southern,Dollar($),No,No,1,849,10,4.5
17293409,Sr. Sol 1,Athens,-83.4293,33.9652,Athens,Mexican,Dollar($),No,No,1,917,10,4.6
17293163,Choo Choo Eastside,Athens,-83.3389,33.9259,Athens,"Japanese, Korean",Dollar($),No,No,1,439,10,3.9
17293228,The Grill,Athens,-83.375523,33.958198,Athens,"Breakfast, Burger, Sandwich",Dollar($),No,No,1,289,10,3.7
17293880,Big City Bread Cafe,Athens,-83.384004,33.959392,Athens,"Breakfast, Sandwich",Dollar($),No,No,1,558,10,4.3
17293169,Clocked,Athens,-83.3797,33.9584,Athens,"American, Burger, Sandwich",Dollar($),No,No,1,613,10,4.2
17293186,DePalma's Italian Cafe - Downtown,Athens,-83.373596,33.958112,Athens,"American, Italian, Pizza",Dollar($),No,No,2,353,25,4
17293180,DePalma's Italian Cafe - East Side,Athens,-83.33995,33.924275,Athens,"American, Italian, Pizza",Dollar($),No,No,2,387,25,4.1
17293205,Five & Ten,Athens,-83.3872482,33.9415545,Athens,American,Dollar($),No,No,3,755,40,4.3
17293229,Grit,Athens,-83.381625,33.960112,Athens,"International, Southern, Vegetarian",Dollar($),No,No,1,800,10,4.2
17293897,Ike & Jane,Athens,-83.400887,33.963296,Athens,Sandwich,Dollar($),No,No,1,350,10,4.1
17293273,La Dolce Vita Ristorante,Athens,-83.4075,33.9584,Athens,Italian,Dollar($),No,No,3,464,40,4.1
17293870,Shokitini,Athens,-83.379251,33.957503,Athens,"Asian, Japanese, Sushi",Dollar($),No,No,2,550,25,4.2
17293877,Taqueria Del Sol,Athens,-83.383605,33.960571,Athens,"Mexican, Spanish",Dollar($),No,No,1,543,10,4.1
17293890,The National,Athens,-83.37967,33.959468,Athens,"International, Southern",Dollar($),No,No,3,465,40,4.1
17293915,The Royal Peasant,Athens,-83.38728,33.937502,Athens,Bar Food,Dollar($),No,No,1,546,10,4.4
17293422,Transmetropolitan,Athens,-83.3764,33.9584,Athens,"Italian, Pizza, Sandwich",Dollar($),No,No,1,1098,10,4.4
17293873,Trappeze Pub,Athens,-83.378881,33.958363,Athens,"Burger, Bar Food",Dollar($),No,No,2,579,25,4.2
17294014,Viva! Argentine Cuisine,Athens,-83.3828224,33.9600227,Athens,"Desserts, Latin American, Argentine",Dollar($),No,No,1,374,10,4.1
17294556,Miyabi Kyoto Japanese Steak House,Augusta,-82.0865,33.4721,Augusta,"Chinese, Steak",Dollar($),No,No,3,717,40,4.6
17294607,Rae's Coastal Cafe,Augusta,-82.0698,33.4791,Augusta,"American, Caribbean, Seafood",Dollar($),No,No,3,548,40,4.9
17294279,The Bee's Knees,Augusta,-81.97,33.4765,Augusta,"International, Tapas, Vegetarian",Dollar($),No,No,2,631,25,4.5
17294300,Boll Weevil Cafe,Augusta,-81.9684,33.474,Augusta,"Desserts, Sandwich, Southern",Dollar($),No,No,1,372,10,3.9
17295215,Farmhaus Burger,Augusta,-81.973006,33.477444,Augusta,"American, Burger",Dollar($),No,No,2,201,25,3.9
17295028,Manuel's Bread Cafe,Augusta,-81.965571,33.481779,Augusta,"Breakfast, French",Dollar($),No,No,3,332,40,3.8
17294642,Sconyers Bar B Que,Augusta,-82.0327,33.4086,Augusta,BBQ,Dollar($),No,No,2,304,25,3.5
17295109,Frog Hollow Tavern,Augusta,-81.974944,33.478231,Augusta,American,Dollar($),No,No,3,368,40,4.3
17294441,Giuseppe's Pizza & Italian Specialities,Augusta,-82.096,33.4827,Augusta,"Desserts, Italian, Pizza",Dollar($),No,No,2,430,25,4.1
17294552,Mellow Mushroom,Augusta,-81.9721,33.4778,Augusta,"Italian, Pizza, Sandwich",Dollar($),No,No,2,433,25,4.4
17294565,Nacho Mamas Burritos,Augusta,-81.9694,33.4764,Augusta,Mexican,Dollar($),No,No,1,380,10,4
17294623,Rhinehart's Oyster Bar,Augusta,-82.0505,33.5133,Augusta,"Bar Food, Sandwich, Seafood",Dollar($),No,No,2,456,25,4
17294712,Takosushi,Augusta,-82.0301,33.4848,Augusta,"Mexican, Southwestern, Sushi",Dollar($),No,No,3,647,40,4.2
17295033,The Chop House,Augusta,-82.080788,33.467201,Augusta,Steak,Dollar($),No,No,3,360,40,4
17295069,The Taj of India,Augusta,-82.0805493,33.5375868,Augusta,Indian,Dollar($),No,No,2,227,25,4
17294261,Augsburg Haus,Augusta,-82.143793,33.544342,Evans,German,Dollar($),No,No,2,290,25,3.9
17295115,Pho Bac,Augusta,-82.126161,33.532249,Evans,Vietnamese,Dollar($),No,No,1,270,10,4.1
17294836,Rhinehart's Oyster Bar,Augusta,-82.141284,33.521291,Evans,"Burger, Seafood",Dollar($),No,No,2,326,25,4
17294850,Thai Kitchen,Augusta,-82.1328,33.5406,Evans,Thai,Dollar($),No,No,3,317,35,4.3
17294883,El Kiosco Mexican Restaurant,Augusta,-82.1997,33.4574,Grovetown,Mexican,Dollar($),No,No,1,300,10,4.2
16608864,Taste of Balingup,Balingup,115.9844924,-33.7845269,Balingup,Modern Australian,Dollar($),No,No,2,21,20,3.2
16604911,Bridge Road Brewers,Beechworth,146.685852,-36.360439,Beechworth,"Pizza, Bar Food",Dollar($),No,No,2,237,20,4.6
17303465,Bardenay,Boise,-116.2019,43.6138,Boise,"American, Bar Food",Dollar($),No,No,2,879,25,4.5
17303642,Flatbread Neapolitan Pizzeria,Boise,-116.203466,43.616068,Boise,"Italian, Pizza",Dollar($),No,No,2,615,25,4.6
17303670,Goldy's Breakfast Bistro,Boise,-116.2023,43.6149,Boise,"Breakfast, Sandwich",Dollar($),No,No,2,879,25,4.5
17303545,Chandlers Steakhouse,Boise,-116.2064,43.6157,Boise,"American, Seafood, Steak",Dollar($),No,No,4,379,70,3.9
17303655,Bar Gernika Basque Pub & Eatery,Boise,-116.2031,43.614,Boise,"European, Spanish",Dollar($),No,No,1,303,10,4.3
17304691,Barbacoa Restaurant,Boise,-116.185034,43.597235,Boise,"Latin American, Steak",Dollar($),No,No,4,538,70,4.1
17303478,Big Jud's,Boise,-116.2062,43.5945,Boise,"American, Burger, Sandwich",Dollar($),No,No,1,334,10,4.2
17303480,Bittercreek Ale House,Boise,-116.2022,43.6167,Boise,"American, Bar Food",Dollar($),No,No,2,555,25,4.3
17304733,Boise Fry Company,Boise,-116.193409,43.610279,Boise,"American, Burger",Dollar($),No,No,1,823,10,4.4
17303646,Flying Pie Pizzaria,Boise,-116.2625,43.6192,Boise,Pizza,Dollar($),No,No,2,550,25,4.1
17304929,Fork,Boise,-116.202845,43.616295,Boise,"American, Burger",Dollar($),No,No,2,650,25,4.4
17303684,Guido's Original New York Style Pizza,Boise,-116.199,43.615,Boise,Pizza,Dollar($),No,No,1,410,10,4.3
17303772,Los Beto's,Boise,-116.2463,43.6191,Boise,Mexican,Dollar($),No,No,1,660,10,4.4
17305123,Lucianos Italian Restaurant,Boise,-116.245165,43.6051379,Boise,"Italian, Seafood, Vegetarian",Dollar($),No,No,2,360,25,4.4
17303787,Mai Thai Restaurant,Boise,-116.2021,43.6162,Boise,"Sushi, Thai",Dollar($),No,No,3,340,40,4
17303990,Shige Japanese Cuisine,Boise,-116.2031,43.6156,Boise,"Japanese, Sushi, Teriyaki",Dollar($),No,No,2,393,25,4.1
17304741,The Egg Factory,Boise,-116.281809,43.619274,Boise,Breakfast,Dollar($),No,No,1,422,10,4.3
17304726,Tucanos,Boise,-116.280614,43.591706,Boise,Brazilian,Dollar($),No,No,3,435,40,4
17304486,Texas Roadhouse,Boise,-116.347304,43.619108,Meridian,"American, BBQ, Steak",Dollar($),No,No,2,369,25,4
17304533,Brick 29,Boise,-116.5629,43.5777,Nampa,American,Dollar($),No,No,3,487,40,4.4
17316233,Winifreds,Cedar Rapids/Iowa City,-91.6336,42.0179,Cedar Rapids,"American, Mediterranean, Seafood",Dollar($),No,No,3,98,40,3.7
17315883,Biaggi's Ristorante Italiano,Cedar Rapids/Iowa City,-91.6327,42.0281,Cedar Rapids,"Italian, Pizza",Dollar($),No,No,3,365,40,4.1
17315995,El Super Burrito,Cedar Rapids/Iowa City,-91.7148,41.9748,Cedar Rapids,Mexican,Dollar($),No,No,1,190,10,4.1
17316018,Granite City Food & Brewery,Cedar Rapids/Iowa City,-91.6224,42.0249,Cedar Rapids,"American, Breakfast, Burger",Dollar($),No,No,3,429,40,4.1
17316038,Irish Democrat,Cedar Rapids/Iowa City,-91.6347,42.01,Cedar Rapids,"American, BBQ, Burger",Dollar($),No,No,2,430,25,4.4
17316771,Taste of India,Cedar Rapids/Iowa City,-91.6499622,42.0215347,Cedar Rapids,Indian,Dollar($),No,No,2,186,25,4.2
17316201,Thai Moon Restaurant,Cedar Rapids/Iowa City,-91.7266,41.9639,Cedar Rapids,"Chinese, Sushi, Thai",Dollar($),No,No,1,220,10,4.2
17316208,Ting's Red Lantern,Cedar Rapids/Iowa City,-91.6394,42.0468,Cedar Rapids,Chinese,Dollar($),No,No,1,347,10,4.2
17316389,Monica's,Cedar Rapids/Iowa City,-91.569767,41.670466,Coralville,"American, Italian, Pizza",Dollar($),No,No,2,161,25,3.8
17316278,Exotic India,Cedar Rapids/Iowa City,-91.5687,41.6685,Coralville,Indian,Dollar($),No,No,2,160,25,4.1
17316744,Shorts Burger and Shine,Cedar Rapids/Iowa City,-91.534424,41.660982,Iowa City,Burger,Dollar($),No,No,1,820,10,4.9
17316751,The Hamburg Inn No. 2 Inc.,Cedar Rapids/Iowa City,-91.531414,41.663849,Iowa City,"American, Breakfast, Burger",Dollar($),No,No,1,488,10,4.5
17316766,Bluebird Diner,Cedar Rapids/Iowa City,-91.531093,41.663751,Iowa City,"Breakfast, Diner",Dollar($),No,No,2,253,25,3.6
17316743,Graze,Cedar Rapids/Iowa City,-91.534302,41.658691,Iowa City,"American, International, Sushi",Dollar($),No,No,3,220,40,3.8
17316374,A & A Pagliai's Pizza,Cedar Rapids/Iowa City,-91.5314,41.6648,Iowa City,Pizza,Dollar($),No,No,2,485,25,4.3
17316381,Atlas World Grill,Cedar Rapids/Iowa City,-91.5341,41.661,Iowa City,International,Dollar($),No,No,3,428,40,4.3
17316802,BlackStone,Cedar Rapids/Iowa City,-91.482165,41.667742,Iowa City,"American, Breakfast",Dollar($),No,No,2,294,25,4.1
17316416,Devotay,Cedar Rapids/Iowa City,-91.5318,41.6625,Iowa City,"Mediterranean, Tapas, Vegetarian",Dollar($),No,No,3,380,40,4
17316449,Jimmy Jack's Rib Shack,Cedar Rapids/Iowa City,-91.5074,41.6428,Iowa City,BBQ,Dollar($),No,No,2,259,25,4.2
17316603,Zoeys Pizzeria,Cedar Rapids/Iowa City,-91.5995,42.0331,Marion,"Pizza, Sandwich",Dollar($),No,No,2,433,25,4.7
16659169,Tokyo Sushi,Chatham-Kent,-82.188438,42.397683,Chatham-Kent,"Japanese, Sushi",Dollar($),No,No,2,176,25,3.7
17558684,Berry Patch Restaurant,Clatskanie,-123.368151,46.126967,Clatskanie,"American, Breakfast, Desserts",Dollar($),No,No,1,96,10,4.3
18366580,Sakura Sushi & Grill,Cochrane,-114.472474,51.183934,Cochrane,"Asian, Japanese",Dollar($),No,No,2,6,25,3.1
